names	scores	logfoldchanges	pvals	pvals_adj	pct_nz_group
SRBD1	5.154968	0.64869136	2.536745059723874e-07	4.912128566492459e-06	0.6617903169627307
PDCD11	5.153746	0.74275184	2.55333715843321e-07	4.940632523645727e-06	0.5653082549634274
ATM	5.152868	0.588998	2.5653274291877105e-07	4.960196837989102e-06	0.8857540926506444
LMTK2	5.145079	0.6686586	2.6740835202125893e-07	5.155375189844476e-06	0.5792406826889586
SLC23A2	5.14065	0.7982334	2.737897379022597e-07	5.274549308360833e-06	0.5047021943573667
UBE2E2	5.1283555	0.6019631	2.922838678448888e-07	5.618534686110816e-06	0.9693486590038314
ENOX2	5.1266756	0.8093898	2.949028498557511e-07	5.664753214150538e-06	0.5022640195053988
AGTPBP1	5.123812	0.6259046	2.9941934275286026e-07	5.747327064200903e-06	0.7558342041100662
NDUFA10	5.122705	0.60565186	3.011835649367661e-07	5.7727943568453654e-06	0.786833855799373
RALGAPB	5.121903	0.69898874	3.024673665922505e-07	5.793193908903677e-06	0.5834204110066179
APPBP2	5.1207576	0.71189904	3.0431053867505376e-07	5.81583493645959e-06	0.567398119122257
LINC01934	5.1205287	0.95316505	3.046804722734837e-07	5.818691537419722e-06	0.46429815395332635
BCLAF1	5.1165957	0.59298205	3.1109911797328077e-07	5.928403625031625e-06	0.7533960292580982
TCF12	5.116176	0.60668766	3.1179227037941246e-07	5.937325679743025e-06	0.9543712991988854
SUCLA2	5.115565	0.5729011	3.1280315453375744e-07	5.952280935551161e-06	0.7161267850923023
GMDS-DT	5.1152596	0.7110171	3.1330978252842976e-07	5.953336998036606e-06	0.6422849181469871
MAP4K4	5.1103725	0.6611342	3.2152438345798013e-07	6.096259376872463e-06	0.643329850226402
SSH2	5.105294	0.657094	3.302800121660617e-07	6.253285768363607e-06	0.9310344827586207
CAMKMT	5.103576	0.5629842	3.3329422120956003e-07	6.3058310970494035e-06	0.9491466388018113
USP6NL	5.096131	0.98542225	3.4666545667207903e-07	6.547375400490361e-06	0.4535005224660397
IRF2	5.09468	0.790965	3.493307430524224e-07	6.590340458457887e-06	0.5001741553465692
GLUD1	5.093076	0.75055724	3.5229959756360145e-07	6.6416023417829515e-06	0.5231626610936956
GNA13	5.092809	0.75036985	3.52796768524757e-07	6.64622777421407e-06	0.567398119122257
RABGAP1L	5.089907	0.6046334	3.58238400999935e-07	6.743927330664255e-06	0.9512365029606409
SLC35F5	5.0891438	0.75661385	3.596838197711487e-07	6.766311514768302e-06	0.5614768373389063
CBFA2T3	5.088762	0.87315613	3.604086383691631e-07	6.775117658459631e-06	0.45837687216997564
KLF13	5.0857077	0.7969895	3.6625815644284935e-07	6.875285578233373e-06	0.5245559038662487
ORC2	5.082882	0.6720263	3.717504621612979e-07	6.973425691416585e-06	0.670846394984326
MARCHF6	5.0769258	0.5887559	3.8359044309007303e-07	7.1853105496638025e-06	0.8732149076976663
TACC1	5.070779	0.68937343	3.961911931729834e-07	7.400335570710934e-06	0.5646116335771508
VIRMA	5.070015	0.7802799	3.977841182668668e-07	7.421076051540015e-06	0.5409265064437478
SETDB1	5.069977	0.53150564	3.978639265308651e-07	7.421076051540015e-06	0.8460466736328806
PRKAA1	5.067915	0.7554706	4.0219659239974064e-07	7.496592276275674e-06	0.5085336119818878
IP6K1	5.067724	0.691217	4.026000601473983e-07	7.498816787205564e-06	0.5865552072448624
BACH2	5.066846	0.6869622	4.044610473689449e-07	7.528166730048352e-06	0.8011145942180425
ADIPOR2	5.0658917	0.6391261	4.064932735206236e-07	7.560660301641874e-06	0.6774642981539534
TJP2	5.061768	0.87695	4.15386271389722e-07	7.715193427719164e-06	0.46812957157784746
SEC31A	5.0612335	0.61069655	4.165527206320614e-07	7.731417690324893e-06	0.7561825148032044
TAOK1	5.061081	0.58354425	4.16886571890205e-07	7.732176593041588e-06	0.7213514454893766
BTAF1	5.057148	0.6576041	4.2557269740535234e-07	7.879829598635677e-06	0.6694531522117729
SMAP1	5.0557356	0.6382407	4.28735377723732e-07	7.929651593736832e-06	0.6297457331940091
EEIG1	5.055163	0.8170799	4.3002399468081027e-07	7.942353598048023e-06	0.5186346220828979
LINC02882	5.053368	0.80189264	4.3408590285983363e-07	8.006169974968266e-06	0.5412748171368861
LRCH3	5.0532155	0.66719127	4.3443330119529754e-07	8.006981926290147e-06	0.6192964123998607
EPS15	5.0388594	0.6270923	4.6831428214549465e-07	8.607394741410892e-06	0.7502612330198537
ELAPOR2	5.037294	0.8952036	4.7215925930889304e-07	8.672024586596808e-06	0.4656913967258795
AUH	5.032025	0.6595075	4.853258844000357e-07	8.895281990951488e-06	0.6227795193312434
LINC02362	5.031834	0.7411531	4.85809522645062e-07	8.897967197204108e-06	0.5283873214907697
SGPP1	5.027329	0.7995574	4.973592521398553e-07	9.09058361615457e-06	0.5395332636711947
ARL8B	5.027176	0.7988696	4.977553724155962e-07	9.090666608115845e-06	0.5175896900034831
TAF1B	5.02206	0.643775	5.112026306900397e-07	9.31779767389656e-06	0.6938349007314525
BRWD3	5.015798	0.74198484	5.28137650300754e-07	9.619832301164805e-06	0.5566004876349704
ZMIZ2	5.015111	0.9802418	5.300289835682153e-07	9.64762411263166e-06	0.40404040404040403
TAF3	5.0135837	0.55621135	5.342553571760878e-07	9.717850890384897e-06	0.7405085336119819
MALT1	5.013011	0.6977775	5.358486095599362e-07	9.74011869980399e-06	0.6415882967607106
DNM2	5.008467	0.79697514	5.486517760770296e-07	9.958202723533215e-06	0.48484848484848486
PSMD14	5.005413	0.58527684	5.574241978374678e-07	1.0104462124673274e-05	0.7425983977708116
RYK	5.0048018	0.83615714	5.591948368245183e-07	1.0129601460747778e-05	0.4716126785092302
ENSG00000253706	4.999533	0.9719866	5.746933367615413e-07	1.0403210725066777e-05	0.430163706025775
QKI	4.9970512	0.59575	5.821360311710933e-07	1.0530717114940826e-05	0.7910135841170324
PLPP1	4.996364	0.8112918	5.842134586377701e-07	1.0561058776593607e-05	0.4726576105886451
TMEM168	4.992546	0.76022506	5.958854990230471e-07	1.0764685815000193e-05	0.5329153605015674
ZNF195	4.9878116	0.77161634	6.106712497352e-07	1.1016709702160718e-05	0.5050505050505051
ANKRD28	4.9873533	0.5824516	6.121207510307307e-07	1.103531624450415e-05	0.937652385928248
CPD	4.987124	0.8255861	6.128467447206883e-07	1.1040862889701792e-05	0.4890282131661442
ZFP91	4.9850626	0.741752	6.194181432163016e-07	1.1144037528226209e-05	0.5329153605015674
SKAP2	4.98197	0.7283607	6.294027438854646e-07	1.1315958187581108e-05	0.5656565656565656
NCK1	4.9769297	0.60492164	6.460071569204851e-07	1.1598684960953987e-05	0.7262277951933125
MLLT10	4.971699	0.5601691	6.63686685453707e-07	1.1899920305149246e-05	0.8766980146290491
PPP1R12B	4.971279	0.6454675	6.651262565862614e-07	1.191763563481412e-05	0.6955764541971439
CLTC	4.968339	0.5698341	6.752878398484828e-07	1.2083303021776954e-05	0.8864507140369209
DGKE	4.96727	0.63769406	6.790199206228749e-07	1.2141851466801855e-05	0.5726227795193313
FAM120A	4.9654374	0.5702035	6.854640609074666e-07	1.224878331721785e-05	0.6861720654824103
PAFAH1B2	4.9601684	0.6817247	7.043209122285561e-07	1.2560230970573163e-05	0.5938697318007663
CMTM6	4.95929	0.6433256	7.075119272829134e-07	1.2594087918566006e-05	0.5963079066527343
ROCK1	4.959252	0.54909533	7.07650982579979e-07	1.2594087918566006e-05	0.8794845001741554
PRPS2	4.9521885	0.814995	7.338343513284541e-07	1.3033707964072603e-05	0.51619644723093
WHRN	4.9429107	0.71541804	7.696478097905694e-07	1.3651421131587702e-05	0.5471960989202369
ZFR	4.9386344	0.58728456	7.867157525892061e-07	1.3944787681723919e-05	0.8874956461163358
ZNF121	4.937527	0.70117295	7.911942073986337e-07	1.401084123160279e-05	0.5680947405085336
RNGTT	4.937451	0.61761725	7.915039698526033e-07	1.401084123160279e-05	0.7756879136189481
ENSG00000258168	4.934282	0.60540754	8.044626306466701e-07	1.4221153523548268e-05	0.7014977359804946
PPP2R5C	4.9340906	0.6131685	8.052497641410961e-07	1.4225540177360074e-05	0.6527342389411355
NUFIP2	4.9331746	0.5625876	8.090383423683836e-07	1.4282909010119565e-05	0.7666318355973528
METTL8	4.9327927	0.6426211	8.106219784084337e-07	1.430130071934077e-05	0.619644723092999
SEC24B	4.926531	0.60506034	8.370235451713161e-07	1.4737533307342592e-05	0.6826889585510275
RPTOR	4.925462	0.6345934	8.416131173799657e-07	1.4798597606268776e-05	0.6342737722048067
MSN	4.9243164	0.64068687	8.465574082116748e-07	1.4865728326633888e-05	0.7422500870776733
STARD9	4.9228272	0.97390175	8.530268193971454e-07	1.49693729018277e-05	0.4183211424590735
INPP5F	4.9101515	0.73210955	9.100614069263625e-07	1.592788508820125e-05	0.5820271682340648
ENSG00000277693	4.909235	0.5417292	9.143237236646821e-07	1.599187941595888e-05	0.8286311389759665
ZNF721	4.9063716	0.7381703	9.277677052834235e-07	1.6208694796680877e-05	0.5597352838732149
PPHLN1	4.9063334	0.5398808	9.27948237706392e-07	1.6208694796680877e-05	0.8746081504702194
INTS7	4.906066	0.71770555	9.292129120251002e-07	1.6220050520554544e-05	0.5639150121908743
RNPC3	4.904004	0.7293543	9.390249032947615e-07	1.6380491918478942e-05	0.5301288749564612
ZNF800	4.9009495	0.73320633	9.537447562129183e-07	1.6626278302990458e-05	0.567398119122257
WASF2	4.896635	0.71194464	9.74915567494804e-07	1.697291990296198e-05	0.524904214559387
GNA12	4.8962536	0.7083064	9.768107274258684e-07	1.6994703710580713e-05	0.5747126436781609
PIP5K1A	4.891443	0.6336411	1.0009956967913974e-06	1.7369677465756314e-05	0.6475095785440613
P2RY8	4.8912134	0.6404251	1.002161623087065e-06	1.7378483389051845e-05	0.667014977359805
ACAP2	4.881325	0.53133065	1.0537558591273413e-06	1.8225280727357744e-05	0.7941483803552769
NKTR	4.8766284	0.57591295	1.0791444746742075e-06	1.8652167727620404e-05	0.8450017415534657
MSL2	4.8763227	0.82174236	1.0808159984811184e-06	1.8668832884759267e-05	0.49738766980146293
CNDP2	4.8723903	0.82905614	1.1025606738943467e-06	1.903197113544375e-05	0.4782305816788575
POLR2J3	4.870596	0.52962995	1.1126223111195692e-06	1.9193098468875026e-05	0.6736328805294323
SLC39A11	4.8692594	0.632846	1.1201723575064853e-06	1.929811294495344e-05	0.6179031696273075
ZNF451	4.868458	0.5851985	1.1247260239125315e-06	1.9363922993557368e-05	0.6415882967607106
GFM1	4.8673887	0.68828547	1.1308252952814485e-06	1.9456239907668362e-05	0.5576454197143852
DICER1	4.8665867	0.6140555	1.1354206224532645e-06	1.9522577516878836e-05	0.5990943921978404
STK10	4.8627305	0.71718067	1.1577741506079035e-06	1.9893966899084894e-05	0.5687913618948102
FASTKD1	4.8612795	0.5595382	1.16629352565017e-06	2.0001289813180596e-05	0.7136886102403344
WRN	4.8593326	0.5462584	1.1778222698583014e-06	2.0180567436651215e-05	0.7770811563915012
TNKS2	4.854903	0.56351423	1.2044542560642753e-06	2.061553902743477e-05	0.664576802507837
ZKSCAN1	4.8540254	0.71286315	1.2098031216103733e-06	2.0680267997838458e-05	0.5482410309996517
CSTF3	4.852842	0.59095615	1.2170486314331875e-06	2.0790656653343767e-05	0.6367119470567747
ARMH3	4.851391	0.6881913	1.2259871855741136e-06	2.0916276528026878e-05	0.5670498084291188
SMG7	4.848336	0.75771636	1.245012088835183e-06	2.1227134406089782e-05	0.5179380006966214
XPO7	4.8463507	0.6720147	1.2575302321594836e-06	2.1426723962159618e-05	0.5983977708115639
MFF	4.8439837	0.59789354	1.2726139860264418e-06	2.166974253754573e-05	0.6252176941832114
CSNK2A1	4.8411965	0.5513225	1.2905970254922126e-06	2.19617841997524e-05	0.7986764193660746
ZC2HC1A	4.840013	0.8746013	1.2983073743171655e-06	2.2078754207701644e-05	0.4778822709857193
CCNH	4.838142	0.5685674	1.310585141486197e-06	2.225886334571763e-05	0.7206548241031
MRTFB	4.83398	0.9171939	1.3382987091628087e-06	2.2700332796230084e-05	0.42493904562870083
ITGAV	4.8303914	0.99669665	1.3626503408791109e-06	2.3098542355056117e-05	0.40229885057471265
PPP3R1	4.8295894	0.6024081	1.3681485439239601e-06	2.3176857843251017e-05	0.9000348310693138
WWP1	4.827986	0.6029675	1.379209026247135e-06	2.3349239146722664e-05	0.6492511320097527
KPNA3	4.8253894	0.57094747	1.3972990134391903e-06	2.3640328757500353e-05	0.711947056774643
ZHX3	4.82287	0.8301524	1.4150750139686755e-06	2.3925736607094973e-05	0.49216300940438873
ANKRD26	4.8222585	0.63465065	1.4194169844018239e-06	2.3983785191624414e-05	0.632183908045977
CEP350	4.8142405	0.5849919	1.4776064097917906e-06	2.4935080545802257e-05	0.6826889585510275
CAPZB	4.8077116	0.67303574	1.5266769312430608e-06	2.5730258139398535e-05	0.5315221177290143
ID2	4.8066044	0.7910037	1.5351527227310838e-06	2.585659592280887e-05	0.4378265412748171
SMARCA4	4.8035884	0.53808296	1.558472048555839e-06	2.623262294485603e-05	0.8028561476837339
ZFAND3	4.7996936	0.5965121	1.5890846102449997e-06	2.6730854122496034e-05	0.8972483455242076
MNAT1	4.799274	0.5566061	1.5924202851113524e-06	2.6769903557289123e-05	0.8220132358063392
SGCE	4.798892	0.70531654	1.5954585568420154e-06	2.6786856037360884e-05	0.5360501567398119
NDUFS4	4.7969065	0.59370875	1.6113476116821082e-06	2.7036425629450653e-05	0.6722396377568791
TCF3	4.7959137	0.63734764	1.6193490702632517e-06	2.7153418050481577e-05	0.6262626262626263
CDC123	4.795379	0.5697294	1.6236733532341288e-06	2.7208641785338643e-05	0.6635318704284221
RNF19A	4.7903395	0.55456126	1.664994587873097e-06	2.788337700363874e-05	0.7561825148032044
BICD1	4.7884684	0.5887412	1.6805892708686769e-06	2.8126691582775515e-05	0.8794845001741554
CCDC88C	4.787934	0.5759068	1.6850706176126441e-06	2.8183820539068767e-05	0.7669801462904912
CCNI	4.7833905	0.588062	1.7236285769279714e-06	2.8810468037276725e-05	0.5736677115987461
BRD9	4.7826266	0.56189275	1.7301915822645397e-06	2.8901864829562022e-05	0.690700104493208
KAT6A	4.7756777	0.5591827	1.7910289156364026e-06	2.9861418932654186e-05	0.6920933472657611
TIPARP	4.7745323	0.92029536	1.8012523799661878e-06	3.0012912919474493e-05	0.4336468129571578
VTI1A	4.7736926	0.5914416	1.8087852024588918e-06	3.011941189179655e-05	0.9052594914663881
WAC-AS1	4.772738	0.96826404	1.817381972426785e-06	3.02434819661161e-05	0.40264716126785094
SEPHS1	4.768538	0.746187	1.8556764057753288e-06	3.0841856031252046e-05	0.4991292232671543
COG5	4.7676597	0.5598733	1.863780850926494e-06	3.0957059785086816e-05	0.887843956809474
USP24	4.7620854	0.54237723	1.9160251400442504e-06	3.1784821823499626e-05	0.62347614071752
TTC19	4.7562056	0.6326678	1.9726559047152544e-06	3.268318097498412e-05	0.5771508185301288
VPS54	4.7538385	0.6129474	1.995906345289893e-06	3.3047651299395326e-05	0.7328456983629398
PSMA3-AS1	4.753533	0.91760767	1.998925508418959e-06	3.3076890873794094e-05	0.4099616858237548
OTUD4	4.751089	0.74424684	2.0232372537703683e-06	3.3458208545589804e-05	0.501219087425984
OGDH	4.7502494	0.5601953	2.031659824791812e-06	3.35764544494241e-05	0.709508881922675
DLG1	4.7494473	0.5726088	2.039730962903349e-06	3.368874799994248e-05	0.9400905607802159
FOXN2	4.748035	0.57438445	2.0540265349444697e-06	3.3903641236266035e-05	0.6844305120167189
CHD8	4.7410097	0.6676216	2.126559138454905e-06	3.507892208827519e-05	0.5343086032741206
HIF1A	4.7407804	0.65048057	2.1289652654800055e-06	3.509667723411229e-05	0.599791013584117
HACD2	4.73723	0.9332922	2.1665962576926773e-06	3.569474096709291e-05	0.39742250087077674
SCAF8	4.7329535	0.6106106	2.2127635264850092e-06	3.6387207323687754e-05	0.6147683733890631
ATP13A3	4.7303953	0.52756846	2.240831501470495e-06	3.682581931401668e-05	0.8463949843260188
MGA	4.7202773	0.56118	2.3552337886476038e-06	3.858577615380273e-05	0.7063740856844305
E2F3	4.717757	0.65162563	2.384586938273325e-06	3.9042433661195946e-05	0.5778474399164054
NSD3	4.7131376	0.5774208	2.439315682877738e-06	3.986430886575365e-05	0.6544757924068269
FBXL7	4.7127557	0.6825761	2.4438922737948958e-06	3.9865048691142574e-05	0.7697666318355973
ATAD2B	4.7127557	0.6011918	2.4438922737948958e-06	3.9865048691142574e-05	0.6332288401253918
ILRUN	4.7122593	0.86130923	2.4498541665296294e-06	3.9937616440529035e-05	0.460118425635667
AMMECR1	4.7121067	0.70648694	2.4516914023069013e-06	3.9942895790793856e-05	0.5325670498084292
MTREX	4.7018356	0.514842	2.5783274305789937e-06	4.1876797461705466e-05	0.8606757227446883
SPEN	4.6928635	0.57300335	2.694074944225977e-06	4.370296250949982e-05	0.6802507836990596
POLR1A	4.692329	0.6157832	2.7011256683613424e-06	4.379042368861235e-05	0.6778126088470916
GSE1	4.691603	0.61701876	2.7107228383158833e-06	4.391903491201419e-05	0.6325322187391152
PPP4R3A	4.689007	0.61932373	2.7453394544533684e-06	4.4452603816802304e-05	0.6342737722048067
ANKRD33B	4.685227	0.61591256	2.796496522758856e-06	4.525317763652636e-05	0.6691048415186346
CHIC1	4.684273	0.95060104	2.8095589191553098e-06	4.5436696417442455e-05	0.3942877046325322
SPAG9	4.681409	0.53497297	2.8490983269020228e-06	4.604791925408762e-05	0.7809125740160223
TRIM25	4.6789656	0.5715341	2.8832603169679546e-06	4.6486187871554815e-05	0.6384535005224661
NSMAF	4.678469	0.6497773	2.890247332881838e-06	4.65703894119355e-05	0.5451062347614072
OFD1	4.66858	0.84856254	3.032883665028029e-06	4.877934099395781e-05	0.453848833159178
EML4	4.6682367	0.5497991	3.0379595850847607e-06	4.883122249034232e-05	0.9345175896900035
PHC3	4.6660986	0.5381898	3.069726678149895e-06	4.931180536604393e-05	0.797979797979798
PRRC2C	4.665106	0.49783054	3.0845837733197473e-06	4.952032818079567e-05	0.9919888540578196
WDR44	4.657355	0.98783314	3.2029786172555896e-06	5.135857511860679e-05	0.3883664228491815
PRKRA	4.6566677	0.8166852	3.2136845313244985e-06	5.1498953148298414e-05	0.43712991988854055
MIRLET7A1HG	4.651895	0.9889576	3.2889835517642163e-06	5.267363038938893e-05	0.39080459770114945
HEATR5B	4.6486497	0.6647674	3.341150289393664e-06	5.344423005331332e-05	0.5862068965517241
MYO5A	4.64697	0.68704313	3.3684650135037034e-06	5.384851429521699e-05	0.5621734587251829
MET	4.6420827	0.9234389	3.4491490364859175e-06	5.5104957941872174e-05	0.4009056078021595
LETMD1	4.641052	0.64427716	3.4664034249155335e-06	5.534711772159448e-05	0.5266457680250783
SLC30A9	4.6399446	0.8099367	3.485028097670095e-06	5.5610850412216935e-05	0.4674329501915709
ZBTB44	4.6391044	0.64928406	3.4992211270751276e-06	5.580359106156728e-05	0.5649599442702891
CHCHD3	4.638761	0.51370037	3.5050433265017096e-06	5.586268630214953e-05	0.8220132358063392
TBK1	4.628299	0.53017795	3.686809776017807e-06	5.872418250961858e-05	0.7575757575757576
SLC12A2-DT	4.6251683	0.7011538	3.7429412184315015e-06	5.9582296488578175e-05	0.5001741553465692
KANTR	4.621618	0.6332929	3.8075939478208075e-06	6.057494096735055e-05	0.5482410309996517
TRIM37	4.6203957	0.6285458	3.830086568893632e-06	6.0896069164343145e-05	0.5764541971438523
SCLT1	4.618945	0.49627092	3.856961996472222e-06	6.124957760101766e-05	0.8711250435388367
CWF19L2	4.615776	0.5630066	3.916293599652872e-06	6.215438182539883e-05	0.7049808429118773
MEF2C-AS1	4.613676	0.63370675	3.95609057113606e-06	6.271056963603245e-05	0.6576105886450714
BRAF	4.6068797	0.50445104	4.087562483230504e-06	6.458566456536569e-05	0.9021246952281435
UBA3	4.6068034	0.754259	4.08906321709264e-06	6.458566456536569e-05	0.4339951236502961
KMT5B	4.603482	0.7116741	4.154858640460135e-06	6.558563642204805e-05	0.5026123301985371
SH3YL1	4.601878	0.79724836	4.186983898807294e-06	6.605323732290551e-05	0.4231974921630094
ZBTB11	4.598251	0.79867166	4.260528582670826e-06	6.717331593932563e-05	0.4555903866248694
BZW2	4.595769	0.5465605	4.311560118617921e-06	6.793731714070614e-05	0.7638453500522466
MPPED2	4.5942416	0.8722937	4.343254691753386e-06	6.839589563212836e-05	0.44723092998955066
GABPB1-AS1	4.5935545	0.6795454	4.357589968672984e-06	6.85807227448933e-05	0.5576454197143852
GALNT1	4.5916076	0.59223837	4.39845319259151e-06	6.91825834994444e-05	0.7213514454893766
SAFB2	4.587866	0.87788314	4.478007534996945e-06	7.035003147093712e-05	0.4120515499825845
RTF2	4.582253	0.655988	4.599928873200704e-06	7.21795022297183e-05	0.5182863113897597
ASH1L	4.5795803	0.5312999	4.659098245406065e-06	7.306451574034598e-05	0.9878091257401602
SLC41A2	4.5789695	0.6970003	4.672724677053787e-06	7.323469263745879e-05	0.5130616509926855
GPCPD1	4.5773277	0.90356874	4.7095351323748455e-06	7.376781053339424e-05	0.4395680947405085
PTPRA	4.5686226	0.54620826	4.909403670054856e-06	7.680728575207933e-05	0.7694183211424591
TMEM123	4.5674005	0.55060244	4.938097274272309e-06	7.721042734589398e-05	0.6837338906304423
CSNK1G3	4.566828	0.77680606	4.9516026234557385e-06	7.73757537246106e-05	0.4172762103796587
RSRP1	4.565148	0.60969603	4.991422684170389e-06	7.795184550491661e-05	0.5966562173458725
DNAJB6	4.5595737	0.6748517	5.1257616601767685e-06	7.995521719683536e-05	0.5015673981191222
TRMT11	4.557855	0.6125879	5.167860826552044e-06	8.056429462208393e-05	0.6415882967607106
SCARB1	4.5549917	0.7528383	5.238762825760417e-06	8.152515758272094e-05	0.48171368861024033
ZNF718	4.5543046	0.9093818	5.2559173832778395e-06	8.174391720498058e-05	0.40404040404040403
MREG	4.553694	0.95839715	5.271211020455755e-06	8.193349379439855e-05	0.3573667711598746
DNAJC10	4.5535026	0.61368644	5.275999013830305e-06	8.195964801178532e-05	0.5559038662486938
ABCB7	4.5441484	0.6772775	5.515779697389983e-06	8.543308307113488e-05	0.543712991988854
FUBP3	4.543843	0.7368625	5.523782525436949e-06	8.550685759170521e-05	0.4454893765238593
EIF4E	4.5386124	0.55800074	5.662568245971416e-06	8.755252707435476e-05	0.7018460466736329
AKAP13	4.537123	0.58273524	5.7026829869505424e-06	8.806957991491261e-05	0.9407871821664925
GOLGA8A	4.5351377	0.54919684	5.756592620014427e-06	8.885014562575483e-05	0.6182514803204459
DZIP3	4.5348706	0.86641425	5.763886831184373e-06	8.891073356835134e-05	0.39881574364332983
MACO1	4.530403	0.59539795	5.887121889842568e-06	9.075864955526572e-05	0.6004876349703936
RAPGEF2	4.5299067	0.66921866	5.900969308068861e-06	9.091902098532485e-05	0.5426680599094392
NSMCE2	4.5283413	0.54766345	5.944846421581157e-06	9.154161703896819e-05	0.8958551027516545
FRS2	4.5273485	0.54572517	5.97283253251349e-06	9.186536656796536e-05	0.7394636015325671
BTBD1	4.524218	0.5789642	6.061924704966511e-06	9.312711218753268e-05	0.6081504702194357
BTBD10	4.5207815	0.83849144	6.161172413206292e-06	9.454175784985678e-05	0.42737722048066873
CHD1	4.516467	0.4725009	6.2879863969875675e-06	9.643162404165768e-05	0.7488679902473006
SELENOI	4.515742	0.5807641	6.309552900632207e-06	9.670617288408005e-05	0.6029258098223615
TTC14	4.515054	0.59895927	6.330049598261405e-06	9.696401569757008e-05	0.5405781957506095
HERC1	4.5100145	0.5145151	6.482317294991453e-06	9.918133354591849e-05	0.7882270985719262
KCNMB2	4.5079527	0.5840524	6.545613295026357e-06	0.00010009175648646039	0.5684430512016719
GPBP1	4.5047455	0.48922604	6.645250449651306e-06	0.00010155651135937864	0.8735632183908046
ATP11C	4.5042872	0.59161675	6.659602228960986e-06	0.00010171694538713387	0.6018808777429467
KIAA0319L	4.5038295	0.57879233	6.673983657161222e-06	0.00010187764642189483	0.6039707419017764
SLC4A7	4.5026455	0.54696083	6.711273321108614e-06	0.00010238765130868188	0.690700104493208
AVL9	4.5002403	0.5368189	6.787670571131118e-06	0.0001034933503084134	0.7398119122257053
DOCK7	4.4968038	0.73170006	6.898253996777607e-06	0.00010505805985975268	0.4395680947405085
PIK3CA	4.489702	0.6807694	7.132278729976089e-06	0.00010855953432540883	0.5203761755485894
BOD1L1	4.4876404	0.52533406	7.20163132548373e-06	0.00010955196286656604	0.8425635667014978
TP53BP1	4.486113	0.8119082	7.253418928005482e-06	0.00011025220117108558	0.40787182166492514
TAMM41	4.486037	0.8193927	7.256017634758294e-06	0.00011025220117108558	0.42389411354928597
PSMB9	4.485846	0.72296774	7.262518297653506e-06	0.00011028748298617317	0.41971438523162663
PPM1H	4.4838223	0.5924433	7.33176862197548e-06	0.00011125095703038663	0.6311389759665622
CBLB	4.483746	0.69020313	7.334394166365049e-06	0.00011125095703038663	0.5559038662486938
DMTF1	4.4821424	0.53061545	7.389738743722425e-06	0.00011200183381575059	0.6617903169627307
CHKA	4.482066	0.6610208	7.392384136211782e-06	0.00011200183381575059	0.5722744688261929
SRSF6	4.481684	0.63421756	7.405624688032809e-06	0.00011213806792383815	0.44130964820619994
TAPT1	4.4807677	0.87364	7.437494600678037e-06	0.00011255607511221069	0.42598397770811564
SETDB2	4.4790115	0.6622134	7.4989455485718615e-06	0.00011335605375913926	0.5276907001044933
MED14	4.4776754	0.72066134	7.5460266221578535e-06	0.00011400245027968646	0.47997213514454895
DPP8	4.477217	0.7067505	7.562233670460726e-06	0.00011418194122681347	0.4876349703935911
BTRC	4.474888	0.80475175	7.645135439639505e-06	0.00011536767276066636	0.4667363288052943
SLC38A6	4.4738955	0.90337896	7.680734111539925e-06	0.0001158386373747847	0.3887147335423197
NR3C1	4.4726353	0.5254921	7.726145316461169e-06	0.0001163904984802281	0.7314524555903866
RAB21	4.468359	0.58800256	7.882189954579791e-06	0.00011860583778291015	0.6217345872518286
RNF115	4.4640064	0.49063575	8.044112905837006e-06	0.00012097337431553054	0.9669104841518634
ELK4	4.4637394	0.84721977	8.054158472438273e-06	0.00012105546956894266	0.4054336468129572
CHD4	4.4564085	0.49988335	8.334416286888284e-06	0.0001251964991803315	0.8098223615464994
SINHCAF	4.455454	0.5345376	8.371586833815306e-06	0.00012568332838730793	0.8157436433298503
BMT2	4.4540415	0.7542132	8.426890158320546e-06	0.0001264416781970177	0.4437478230581679
OTUD5	4.4511013	0.7857138	8.543102414960826e-06	0.00012803980808521358	0.4667363288052943
RLIM	4.4456034	0.73728365	8.764557451505667e-06	0.00013113546758366728	0.42459073493556254
AGPAT3	4.4422817	0.77968454	8.901000381461335e-06	0.00013310147482601078	0.4402647161267851
KDM6A	4.434951	0.53980887	9.209333975265565e-06	0.00013752721814228296	0.812957157784744
ERMP1	4.4348745	0.6919929	9.212598858619948e-06	0.00013752721814228296	0.4771856495994427
XRCC4	4.4342637	0.58784974	9.238757766249561e-06	0.0001376840958354741	0.6555207244862418
ANKAR	4.430827	0.8499058	9.387229012726128e-06	0.00013981779646325094	0.40787182166492514
ZMIZ1	4.4289947	0.7999108	9.467342971301053e-06	0.00014093151891796313	0.45419714385231624
NRDC	4.4251385	0.5299245	9.638054521293584e-06	0.00014331108336929668	0.7398119122257053
SHOC2	4.4229236	0.5778527	9.73741190773321e-06	0.00014470693270315463	0.5876001393242772
WWC3	4.422733	0.81267977	9.746022856558566e-06	0.00014475339406480036	0.44653430860327414
XRN2	4.4221983	0.4719326	9.770172226791283e-06	0.00014497455874053618	0.8059909439219785
DENND1B	4.421129	0.562192	9.818642552041119e-06	0.00014558619824495576	0.8892371995820272
VWA8	4.4186473	0.4937274	9.932050004714312e-06	0.00014718506219788032	0.9240682688958551
